time,wind_speed
2020-06-30 12:26:20,0.0
2020-06-30 12:27:00,0.0
2020-06-30 12:27:10,0.0
2020-06-30 12:27:20,0.0
2020-06-30 12:27:26,0.0
2020-06-30 12:30:57,0.0
2020-06-30 12:46:09,0.0
2020-06-30 12:46:21,0.0
2020-06-30 12:47:30,0.0
2020-06-30 12:47:40,0.0
2020-06-30 13:40:08,0.0
2020-06-30 13:40:13,0.0
2020-06-30 13:40:18,0.0
2020-06-30 13:40:23,0.0
2020-06-30 13:40:58,0.0
2020-06-30 13:41:13,0.0
2020-06-30 13:41:28,0.0
2020-06-30 13:41:43,0.0
2020-06-30 13:42:38,0.0
2020-06-30 13:42:53,0.0
2020-06-30 13:43:09,0.0
2020-06-30 13:43:23,0.0
2020-06-30 13:43:38,0.0
2020-06-30 13:43:53,0.0
2020-06-30 13:44:08,0.0
2020-06-30 13:44:23,0.0
2020-06-30 13:44:38,0.0
2020-06-30 13:44:53,0.0
2020-06-30 13:45:08,0.0
2020-06-30 13:45:23,0.0
2020-06-30 13:45:38,0.0
2020-06-30 13:45:53,0.0
2020-06-30 13:46:16,0.0
2020-06-30 13:46:21,0.0
2020-06-30 13:46:26,0.0
2020-06-30 13:46:31,0.0
2020-06-30 13:46:36,0.0
2020-06-30 13:46:41,0.0
2020-06-30 13:46:46,0.0
2020-06-30 13:46:51,0.0
2020-06-30 13:47:31,0.0
2020-06-30 13:47:35,0.0
2020-06-30 13:48:29,0.0
2020-06-30 13:49:02,0.0
2020-06-30 13:51:53,0.0
2020-06-30 13:57:36,0.0
2020-06-30 13:57:41,0.0
2020-06-30 13:57:46,0.0
2020-06-30 13:57:51,0.0
2020-06-30 13:57:56,0.0
2020-06-30 13:58:02,0.0
2020-06-30 13:58:06,0.0
2020-06-30 13:58:11,0.0
2020-06-30 13:58:16,0.0
2020-06-30 13:58:21,0.0
2020-06-30 13:58:26,0.0
2020-06-30 13:58:31,0.0
2020-06-30 13:58:36,0.0
2020-06-30 13:58:41,0.0
2020-06-30 13:58:46,0.0
2020-06-30 13:58:51,0.0
2020-06-30 13:58:56,0.0
2020-06-30 13:59:02,0.0
2020-06-30 13:59:06,0.0
2020-06-30 13:59:11,0.0
2020-06-30 13:59:16,0.0
2020-06-30 13:59:21,0.0
2020-06-30 13:59:26,0.0
2020-06-30 13:59:31,0.0
2020-06-30 13:59:36,0.0
2020-06-30 13:59:41,0.0
2020-06-30 13:59:46,0.0
2020-06-30 13:59:51,0.0
2020-06-30 13:59:56,0.0
2020-06-30 14:00:01,0.0
2020-06-30 14:00:06,0.0
2020-06-30 14:00:11,0.0
2020-06-30 14:00:16,0.0
2020-06-30 14:00:21,0.0
2020-06-30 14:00:26,0.0
2020-06-30 14:00:31,0.0
2020-06-30 14:00:36,0.0
2020-06-30 14:00:41,0.0
2020-06-30 14:00:46,0.0
2020-06-30 14:00:51,0.0
2020-06-30 14:00:58,0.0
2020-06-30 14:01:01,0.0
2020-06-30 14:01:06,0.0
2020-06-30 14:01:11,0.0
2020-06-30 14:01:16,0.0
2020-06-30 14:01:21,0.0
2020-06-30 14:01:26,0.0
2020-06-30 14:01:31,0.0
2020-06-30 14:01:36,0.0
2020-06-30 14:01:41,0.0
2020-06-30 14:01:46,0.0
2020-06-30 14:01:51,0.0
2020-06-30 14:01:56,0.0
2020-06-30 14:02:01,0.0
2020-06-30 14:02:06,0.0
2020-06-30 14:02:11,0.0
2020-06-30 14:02:16,0.0
2020-06-30 14:02:21,0.0
2020-06-30 14:02:26,0.0
2020-06-30 14:02:31,0.0
2020-06-30 14:02:36,0.0
2020-06-30 14:02:41,0.0
2020-06-30 14:02:46,0.0
2020-06-30 14:02:51,0.0
2020-06-30 14:02:57,0.0
2020-06-30 14:03:02,0.0
2020-06-30 14:03:07,0.0
2020-06-30 14:03:12,0.0
2020-06-30 14:03:17,0.0
2020-06-30 14:03:22,0.0
2020-06-30 14:03:27,0.0
2020-06-30 14:03:32,0.0
2020-06-30 14:03:37,0.0
2020-06-30 14:03:42,0.0
2020-06-30 14:03:47,0.0
2020-06-30 14:03:52,0.0
2020-06-30 14:03:57,0.0
2020-06-30 14:04:02,0.0
2020-06-30 14:04:09,0.0
2020-06-30 14:04:12,0.0
2020-06-30 14:04:17,0.0
2020-06-30 14:04:22,0.0
2020-06-30 14:04:27,0.0
2020-06-30 14:04:32,0.0
2020-06-30 14:04:37,0.0
2020-06-30 14:04:42,0.0
2020-06-30 14:04:47,0.0
2020-06-30 14:04:53,0.0
2020-06-30 14:04:57,0.0
2020-06-30 14:05:02,0.0
2020-06-30 14:05:07,0.0
2020-06-30 14:05:12,0.0
2020-06-30 14:05:17,0.0
2020-06-30 14:05:22,0.0
2020-06-30 14:05:27,0.0
2020-06-30 14:05:32,0.0
2020-06-30 14:05:37,0.0
2020-06-30 14:05:42,0.0
2020-06-30 14:05:47,0.0
2020-06-30 14:05:52,0.0
2020-06-30 14:05:57,0.0
2020-06-30 14:06:02,0.0
2020-06-30 14:06:07,0.0
2020-06-30 14:06:12,0.0
2020-06-30 14:06:17,0.0
2020-06-30 14:06:22,0.0
2020-06-30 14:06:27,0.0
2020-06-30 14:06:32,0.0
2020-06-30 14:06:37,0.0
2020-06-30 14:06:42,0.0
2020-06-30 14:06:47,0.0
2020-06-30 14:06:52,0.0
2020-06-30 14:06:57,0.0
2020-06-30 14:07:02,0.0
2020-06-30 14:07:07,0.0
2020-06-30 14:07:12,0.0
2020-06-30 14:07:18,0.0
2020-06-30 14:07:22,0.0
2020-06-30 14:07:27,0.0
2020-06-30 14:07:33,0.0
2020-06-30 14:07:37,0.0
2020-06-30 14:07:42,0.0
2020-06-30 14:07:48,0.0
2020-06-30 14:07:52,0.0
2020-06-30 14:07:57,0.0
2020-06-30 14:08:02,0.0
2020-06-30 14:08:07,0.0
2020-06-30 14:08:14,0.0
2020-06-30 14:08:18,0.0
2020-06-30 14:08:22,0.0
2020-06-30 14:08:28,0.0
2020-06-30 14:08:33,0.0
2020-06-30 14:08:38,0.0
2020-06-30 14:08:43,0.0
2020-06-30 14:08:48,0.0
2020-06-30 14:08:53,0.0
2020-06-30 14:08:58,0.0
2020-06-30 14:09:03,0.0
2020-06-30 14:09:08,0.0
2020-06-30 14:09:13,0.0
2020-06-30 14:09:18,0.0
2020-06-30 14:09:24,0.0
2020-06-30 14:09:30,0.0
2020-06-30 14:09:33,0.0
2020-06-30 14:09:38,0.0
2020-06-30 14:09:43,0.0
2020-06-30 14:09:48,0.0
2020-06-30 14:09:55,0.0
2020-06-30 14:09:58,0.0
2020-06-30 14:10:03,0.0
2020-06-30 14:10:08,0.0
2020-06-30 14:10:13,0.0
2020-06-30 14:10:18,0.0
2020-06-30 14:10:23,0.0
2020-06-30 14:10:28,0.0
2020-06-30 14:10:33,0.0
2020-06-30 14:10:38,0.0
2020-06-30 14:10:43,0.0
2020-06-30 14:10:48,0.0
2020-06-30 14:10:53,0.0
2020-06-30 14:10:58,0.0
2020-06-30 14:11:03,0.0
2020-06-30 14:11:08,0.0
2020-06-30 14:11:13,0.0
2020-06-30 14:11:18,0.0
2020-06-30 14:11:23,0.0
2020-06-30 14:11:28,0.0
2020-06-30 14:11:33,0.0
2020-06-30 14:11:38,0.0
2020-06-30 14:11:43,0.0
2020-06-30 14:11:48,0.0
2020-06-30 14:11:53,0.0
2020-06-30 14:11:58,0.0
2020-06-30 14:12:03,0.0
2020-06-30 14:12:09,0.0
2020-06-30 14:12:13,0.0
2020-06-30 14:12:18,0.0
2020-06-30 14:12:23,0.0
2020-06-30 14:12:28,0.0
2020-06-30 14:12:33,0.0
2020-06-30 14:12:38,0.0
2020-06-30 14:12:43,0.0
2020-06-30 14:12:48,0.0
2020-06-30 14:12:53,0.0
2020-06-30 14:12:58,0.0
2020-06-30 14:13:03,0.0
2020-06-30 14:13:08,0.0
2020-06-30 14:13:13,0.0
2020-06-30 14:13:18,0.0
2020-06-30 14:13:23,0.0
2020-06-30 14:13:28,0.0
2020-06-30 14:13:33,0.0
2020-06-30 14:13:39,0.0
2020-06-30 14:13:43,0.0
2020-06-30 14:13:48,0.0
2020-06-30 14:13:53,0.0
2020-06-30 14:13:58,0.0
2020-06-30 14:14:03,0.0
2020-06-30 14:14:08,0.0
2020-06-30 14:14:13,0.0
