time,wind_speed
2020-06-29 14:12:01,0.0
2020-06-29 14:12:11,0.0
2020-06-29 14:12:21,0.0
2020-06-29 14:12:31,0.0
2020-06-29 14:12:41,0.0
2020-06-29 14:35:13,0.0
2020-06-29 14:35:23,0.0
2020-06-29 14:38:08,0.0
2020-06-29 14:38:18,0.0
2020-06-29 14:38:27,0.0
2020-06-29 14:39:36,0.0
2020-06-29 14:39:46,0.0
2020-06-29 14:39:56,0.0
2020-06-29 14:40:19,0.0
2020-06-29 14:40:29,0.0
2020-06-29 16:26:37,0.0
2020-06-29 16:26:46,0.0
2020-06-29 16:26:56,0.0
2020-06-29 16:27:07,0.0
2020-06-29 16:48:20,0.0
2020-06-29 17:30:59,0.0
2020-06-29 17:31:09,0.0
2020-06-29 17:31:19,0.0
2020-06-29 17:31:29,0.0
2020-06-29 17:31:39,0.0
2020-06-29 17:31:49,0.0
2020-06-29 17:31:59,0.0
2020-06-29 17:32:09,0.0
2020-06-29 17:32:19,0.3
2020-06-29 17:32:29,0.38
2020-06-29 17:32:39,0.31
2020-06-29 17:32:49,0.11
2020-06-29 17:32:59,0.14
2020-06-29 17:33:09,0.41
2020-06-29 17:33:19,0.11
2020-06-29 17:33:29,0.15
2020-06-29 17:33:39,0.26
2020-06-29 17:34:06,0.01
2020-06-29 17:34:11,0.2
2020-06-29 17:34:16,0.2
2020-06-29 17:34:21,0.09
2020-06-29 17:34:26,0.05
2020-06-29 17:34:31,0.28
2020-06-29 17:34:36,0.49
2020-06-29 17:34:41,0.35
2020-06-29 17:34:46,0.24
2020-06-29 17:34:51,0.11
2020-06-29 17:34:56,0.07
2020-06-29 17:35:01,0.03
2020-06-29 17:35:06,0.02
2020-06-29 17:35:11,0.16
2020-06-29 17:35:16,0.05
2020-06-29 17:35:21,0.08
2020-06-29 17:35:26,0.23
2020-06-29 17:35:31,0.03
2020-06-29 17:35:36,0.0
2020-06-29 17:35:41,0.0
2020-06-29 17:35:46,0.0
2020-06-29 17:35:51,0.0
2020-06-29 17:35:56,0.0
2020-06-29 17:36:01,0.0
2020-06-29 17:36:06,0.0
2020-06-29 17:36:11,0.0
2020-06-29 17:36:16,0.0
2020-06-29 17:36:21,0.0
2020-06-29 17:36:26,0.0
2020-06-29 17:36:31,0.0
2020-06-29 17:36:36,0.0
2020-06-29 17:36:41,0.0
2020-06-29 17:36:46,0.0
2020-06-29 17:36:51,0.0
2020-06-29 17:36:56,0.0
2020-06-29 17:37:01,0.0
2020-06-29 17:37:06,0.0
2020-06-29 17:37:11,0.0
2020-06-29 17:37:16,0.0
2020-06-29 17:37:21,0.0
2020-06-29 17:37:26,0.0
2020-06-29 17:37:31,0.0
2020-06-29 17:37:36,0.0
2020-06-29 17:37:41,0.0
2020-06-29 17:37:46,0.0
