time,wind_speed
2020-07-08 09:04:45,0.0
2020-07-08 09:04:55,0.0
2020-07-08 09:05:08,0.0
2020-07-08 09:05:19,0.0
2020-07-08 09:05:28,0.0
2020-07-08 09:05:42,0.0
2020-07-08 09:05:55,0.0
2020-07-08 09:06:08,0.0
2020-07-08 09:06:21,0.0
2020-07-08 09:06:39,0.0
2020-07-08 09:07:22,0.0
2020-07-08 09:07:35,0.0
2020-07-08 09:07:47,0.0
2020-07-08 09:07:54,0.0
2020-07-08 09:08:00,0.0
2020-07-08 09:08:07,0.0
2020-07-08 09:08:18,0.0
2020-07-08 09:08:22,0.0
2020-07-08 09:08:44,0.0
2020-07-08 09:37:42,0.0
2020-07-08 10:16:35,0.0
2020-07-08 10:33:35,0.0
2020-07-08 10:33:48,0.0
2020-07-08 10:48:15,0.0
2020-07-08 10:50:41,0.0
2020-07-08 10:50:54,0.0
2020-07-08 10:51:14,0.0
2020-07-08 10:54:50,0.0
2020-07-08 10:55:23,0.0
2020-07-08 10:55:41,0.0
2020-07-08 14:22:50,0.0
