time,wind_speed
2020-07-01 09:30:42,0.0
2020-07-01 09:30:52,0.0
2020-07-01 09:31:02,0.0
2020-07-01 09:31:16,0.0
2020-07-01 09:32:25,0.0
2020-07-01 09:37:02,0.0
2020-07-01 09:37:47,0.0
2020-07-01 09:37:59,0.0
2020-07-01 10:11:14,0.0
2020-07-01 10:15:43,0.0
2020-07-01 10:24:39,0.0
2020-07-01 10:24:49,0.0
2020-07-01 10:25:48,0.0
2020-07-01 10:31:03,0.0
2020-07-01 10:41:32,0.0
2020-07-01 10:42:16,0.0
2020-07-01 13:23:07,0.0
2020-07-01 13:23:16,0.0
2020-07-01 13:23:26,0.0
2020-07-01 13:23:37,0.0
2020-07-01 13:23:46,0.0
2020-07-01 16:06:17,0.0
2020-07-01 16:06:27,0.0
2020-07-01 16:07:03,0.0
2020-07-01 16:07:22,0.0
2020-07-01 16:07:32,0.0
2020-07-01 16:10:07,0.0
2020-07-01 16:10:17,0.0
2020-07-01 16:10:27,0.0
2020-07-01 16:10:37,0.0
2020-07-01 16:10:47,0.0
2020-07-01 16:10:58,0.0
2020-07-01 16:11:07,0.0
2020-07-01 16:11:17,0.0
2020-07-01 16:11:27,0.0
2020-07-01 16:11:37,0.0
2020-07-01 16:11:47,0.0
2020-07-01 16:11:57,0.0
2020-07-01 16:12:07,0.0
2020-07-01 16:12:17,0.0
2020-07-01 16:12:27,0.0
2020-07-01 16:12:38,0.0
2020-07-01 16:12:47,0.0
2020-07-01 16:12:57,0.0
2020-07-01 16:13:08,0.0
2020-07-01 16:13:17,0.0
2020-07-01 16:13:27,0.0
2020-07-01 16:13:37,0.0
2020-07-01 16:13:47,0.0
2020-07-01 16:13:57,0.0
2020-07-01 16:14:07,0.0
2020-07-01 16:14:17,0.0
2020-07-01 16:14:27,0.0
2020-07-01 16:14:37,0.0
2020-07-01 16:14:47,0.0
2020-07-01 16:14:57,0.0
2020-07-01 16:15:07,0.0
2020-07-01 16:15:17,0.0
2020-07-01 16:15:27,0.0
2020-07-01 16:15:38,0.0
2020-07-01 16:15:48,0.0
2020-07-01 16:15:58,0.0
2020-07-01 16:16:09,0.0
2020-07-01 16:16:18,0.0
2020-07-01 16:16:28,0.0
2020-07-01 16:16:38,0.0
2020-07-01 16:16:48,0.0
2020-07-01 16:16:58,0.0
2020-07-01 16:17:08,0.0
2020-07-01 16:17:19,0.0
2020-07-01 16:17:28,0.0
2020-07-01 16:17:38,0.0
2020-07-01 16:17:48,0.0
2020-07-01 16:17:59,0.0
2020-07-01 16:18:09,0.0
2020-07-01 16:18:18,0.0
2020-07-01 16:18:28,0.0
2020-07-01 16:18:38,0.0
2020-07-01 16:18:48,0.0
2020-07-01 16:43:06,0.0
2020-07-01 16:43:16,0.0
2020-07-01 16:43:24,0.0
2020-07-01 16:43:46,0.0
2020-07-01 16:44:19,0.0
2020-07-01 16:44:28,0.0
2020-07-01 16:44:38,0.0
2020-07-01 16:44:48,0.0
2020-07-01 16:44:58,0.0
2020-07-01 16:45:09,0.0
2020-07-01 16:45:18,0.0
2020-07-01 16:45:28,0.0
2020-07-01 16:45:38,0.0
2020-07-01 16:45:48,0.0
2020-07-01 16:45:58,0.0
2020-07-01 16:46:08,0.0
2020-07-01 16:46:18,0.0
2020-07-01 16:46:28,0.0
2020-07-01 16:46:38,0.0
2020-07-01 16:46:48,0.0
2020-07-01 16:46:58,0.0
2020-07-01 16:47:08,0.0
2020-07-01 16:47:18,0.0
2020-07-01 16:47:28,0.0
2020-07-01 16:47:38,0.0
2020-07-01 16:52:22,0.0
2020-07-01 16:52:32,0.0
2020-07-01 16:52:42,0.0
2020-07-01 16:58:09,0.0
2020-07-01 16:58:50,0.0
2020-07-01 16:59:16,0.0
2020-07-01 17:00:53,0.0
2020-07-01 17:01:05,0.0
2020-07-01 17:01:36,0.0
2020-07-01 17:01:46,0.0
2020-07-01 17:02:39,0.0
