time,wind_speed
2020-07-07 16:59:51,0.0
2020-07-07 17:00:04,0.0
2020-07-07 17:00:17,0.0
2020-07-07 17:00:30,0.0
2020-07-07 17:00:41,-1
2020-07-07 17:00:41,0.0
2020-07-07 17:00:54,0.0
2020-07-07 17:01:02,0.0
2020-07-07 17:01:07,0.0
2020-07-07 17:01:15,0.0
2020-07-07 17:01:20,0.0
2020-07-07 17:01:28,0.0
2020-07-07 17:01:33,0.0
2020-07-07 17:02:26,0.0
2020-07-07 17:07:30,0.0
2020-07-07 17:07:59,0.0
2020-07-07 17:10:23,0.0
2020-07-07 17:10:36,0.0
2020-07-07 17:16:03,-1
2020-07-07 17:16:47,-1
2020-07-07 17:16:58,-1
2020-07-07 17:17:04,-1
2020-07-07 17:17:08,-1
2020-07-07 17:17:14,-1
2020-07-07 17:17:19,-1
2020-07-07 17:17:25,-1
2020-07-07 17:17:29,-1
2020-07-07 17:17:35,-1
2020-07-07 17:17:40,-1
2020-07-07 17:17:46,-1
2020-07-07 17:17:50,-1
2020-07-07 17:17:56,-1
2020-07-07 17:18:01,-1
2020-07-07 17:18:07,-1
2020-07-07 17:18:11,-1
2020-07-07 17:18:17,-1
2020-07-07 17:18:22,-1
2020-07-07 17:18:28,-1
2020-07-07 17:18:32,-1
2020-07-07 17:18:38,-1
2020-07-07 17:18:43,-1
2020-07-07 17:18:49,-1
2020-07-07 17:18:53,-1
2020-07-07 17:18:59,-1
2020-07-07 17:19:21,0.0
2020-07-07 17:19:42,0.0
2020-07-07 17:19:55,0.0
2020-07-07 17:20:08,0.0
2020-07-07 17:20:37,0.0
2020-07-07 17:20:55,0.0
2020-07-07 17:21:09,0.0
2020-07-07 17:22:57,0.0
2020-07-07 17:23:10,0.0
2020-07-07 17:23:23,0.0
2020-07-07 17:23:36,0.0
2020-07-07 17:23:49,0.0
2020-07-07 17:24:03,0.0
2020-07-07 17:24:16,0.0
2020-07-07 17:24:29,0.0
2020-07-07 17:24:44,0.0
2020-07-07 17:25:17,0.0
2020-07-07 17:25:30,0.0
2020-07-07 17:25:43,0.0
2020-07-07 17:25:56,0.0
2020-07-07 17:26:09,0.0
2020-07-07 17:26:29,0.0
2020-07-07 17:26:42,0.0
2020-07-07 17:26:55,0.0
2020-07-07 17:27:08,0.0
2020-07-07 17:27:20,0.0
2020-07-07 17:27:33,0.0
2020-07-07 17:27:46,0.0
2020-07-07 17:28:05,0.0
2020-07-07 17:28:15,0.0
2020-07-07 17:28:28,0.0
2020-07-07 17:28:41,0.0
2020-07-07 17:29:29,0.0
2020-07-07 19:37:27,0.0
2020-07-07 19:37:40,0.0
2020-07-07 19:37:46,-1
2020-07-07 19:37:46,0.0
2020-07-07 19:37:54,-1
2020-07-07 19:37:54,0.0
2020-07-07 19:37:57,0.0
2020-07-07 22:30:35,0.0
